,correlation,correlation_stable,accuracy,mean,std,skewness,zero_percent
weilun01_3_2,0.0,1.0,0.0,0.0,0.0,0.0,1.0
weilun01_5_2,0.0,1.0,0.0,0.0,0.0,0.0,1.0
weilun01_10_2,0.08541655792823374,0.5999999999999999,0.6666666666666666,-0.011990407673860911,0.18928141257238482,-1.583519755059549,0.9640287769784173
weilun01_20_2,0.08948425203163532,0.8,0.5925925925925926,-0.007194244604316547,0.25435495726134805,-0.353582033475231,0.935251798561151
weilun01_50_2,0.012968035542993899,0.3999999999999999,0.5217391304347826,-0.002398081534772182,0.2348406363999058,-0.15508149167805577,0.9448441247002398
weilun01_100_2,0.023043174053911722,0.5999999999999999,0.5652173913043478,-0.007194244604316547,0.23474266366456153,-0.46587860451991414,0.9448441247002398
weilun01_200_2,0.030469466889518976,0.5999999999999999,0.5769230769230769,-0.004796163069544364,0.24965399400748037,-0.25149722750069775,0.9376498800959233
weilun01_300_2,0.050332713971906834,0.5999999999999999,0.5714285714285714,0.002398081534772182,0.22439688374656278,0.18082279076706806,0.9496402877697842
weilun01_3_1,0.06588280030631932,0.8,0.568,-0.002398081534772182,0.5474983479897225,-0.0014772191480472735,0.7002398081534772
weilun01_5_1,0.01371338614517391,0.8,0.5196850393700787,0.007194244604316547,0.5518193524702087,0.003714051185667446,0.6954436450839329
weilun01_10_1,0.05504175373884354,0.8,0.5833333333333334,0.03836930455635491,0.4782714959162747,0.10992456010332936,0.7697841726618705
weilun01_20_1,0.04923796169924788,0.8,0.5698924731182796,0.026378896882494004,0.4715143015148912,0.08392747760491993,0.7769784172661871
weilun01_50_1,0.07296423750779421,2.0,0.5777777777777777,0.019184652278177457,0.4641759227345402,0.06800798313446756,0.7841726618705036
weilun01_100_1,0.04387965720520092,0.8,0.5555555555555556,0.007194244604316547,0.44067317499607356,0.03521460899967517,0.8057553956834532
weilun01_200_1,0.04926411809200432,2.0,0.5714285714285714,0.007194244604316547,0.42965162751004604,0.04061440334011821,0.815347721822542
weilun01_300_1,0.039183251196370325,1.6,0.5657894736842105,0.019184652278177457,0.42648112005064337,0.11268123843352984,0.8177458033573142
weilun01_3_0.7,0.03632586645805516,0.5999999999999999,0.5299145299145299,0.019184652278177457,0.7488544773543496,-0.03130178032649293,0.43884892086330934
weilun01_5_0.7,0.05698005260499464,1.8,0.5535714285714286,0.02877697841726619,0.6340737996123943,-0.023448451410770385,0.5971223021582733
weilun01_10_0.7,0.07312489333702465,1.8,0.5570469798657718,0.026378896882494004,0.5971752694815132,-0.008770400806056062,0.6426858513189448
weilun01_20_0.7,0.08952925568470332,2.0,0.5746268656716418,0.047961630695443645,0.5648385677700366,0.010837083397029504,0.6786570743405276
weilun01_50_0.7,0.04968742230757274,1.8,0.5481481481481482,0.03117505995203837,0.5681277346083637,0.0052416460858682856,0.6762589928057554
weilun01_100_0.7,0.06376317238700199,1.8,0.55,0.023980815347721823,0.5359054997552464,0.021554785454857416,0.7122302158273381
weilun01_200_0.7,0.06421314583415598,1.8,0.5603448275862069,0.03357314148681055,0.5263556803191922,0.038753461951872306,0.7218225419664268
weilun01_300_0.7,0.05895237903958763,1.6,0.5585585585585585,0.02158273381294964,0.5154815573431037,0.03200227196809392,0.7338129496402878
weilun01_3_0.3,0.05355541525877227,1.6,0.5407407407407407,0.03836930455635491,0.8037473551162398,-0.06967699207364653,0.35251798561151076
weilun01_5_0.3,0.04758116179320519,0.8,0.5416666666666666,0.07194244604316546,0.755224372489825,-0.12006015885357904,0.4244604316546763
weilun01_10_0.3,0.06301638369911035,1.8,0.5392156862745098,0.023980815347721823,0.6990232854410386,-0.03286886251854981,0.5107913669064749
weilun01_20_0.3,0.05936088006377936,2.0,0.5376884422110553,0.03597122302158273,0.6898726668987515,-0.04717804227888764,0.5227817745803357
weilun01_50_0.3,0.07829643159476729,1.8,0.5396825396825397,0.03597122302158273,0.6722674179121535,-0.04243411026935815,0.5467625899280576
weilun01_100_0.3,0.07824910023152953,2.0,0.5340314136125655,0.03597122302158273,0.6758251580518576,-0.04345028102696267,0.5419664268585132
weilun01_200_0.3,0.05325385479416813,1.8,0.5372340425531915,0.05755395683453238,0.6689744917333239,-0.06673520035497256,0.5491606714628298
weilun01_300_0.3,0.07247831141147129,2.0,0.5478723404255319,0.04316546762589928,0.6700567669547169,-0.05022663806622411,0.5491606714628298
