,correlation,correlation_stable,accuracy,mean,std,skewness,zero_percent
VolatilityCrossMarket_5_parkinson,-0.007580842015431617,0.5999999999999999,0.5125,5.758277604473327e-05,0.000198429076462724,7.954848968648227,0.003115264797507788
VolatilityCrossMarket_10_yang_zhang,0.018260994182423988,-0.40000000000000013,0.5125,0.0015246531142780566,0.008398415060290433,16.475066907235348,0.003115264797507788
VolatilityCrossMarket_20_parkinson,0.005534078486694801,1.6,0.5141065830721003,0.0003212427223697705,0.0021270856104719875,14.2652182829479,0.006230529595015576
