,correlation,correlation_stable,accuracy,mean,std,skewness,zero_percent
bang01_5_1.0_RSI_9,0.04342634461539574,-0.40000000000000013,0.5,0.024154589371980676,0.480937224368509,0.06658012303216625,0.7681159420289855
bang01_10_1.0_RSI_9,-0.02226358436187297,0.5999999999999999,0.6068376068376069,0.016908212560386472,0.5313405762787055,0.017279281978187143,0.717391304347826
bang01_20_1.0_RSI_9,-0.03566536621891913,-0.40000000000000013,0.5491803278688525,-0.004830917874396135,0.5428283822449367,-0.0035158933398978,0.7053140096618358
bang01_30_1.0_RSI_9,-0.03299999337712506,-0.40000000000000013,0.5669291338582677,-0.012077294685990338,0.5537304614857507,-0.005711530758574086,0.6932367149758454
bang01_50_1.0_RSI_9,-0.004763366694803644,-0.6000000000000001,0.5182481751824817,-0.0024154589371980675,0.5752495458096929,-9.243330548661889e-05,0.6690821256038647
bang01_100_1.0_RSI_9,-0.03770966397201604,-0.40000000000000013,0.5373134328358209,-0.024154589371980676,0.5684083509210716,-0.003980321132779997,0.6763285024154589
bang01_5_1.0_RSI_14,0.02695732784418424,0.3999999999999999,0.5104166666666667,0.014492753623188406,0.48132527262074254,0.03975411815150092,0.7681159420289855
bang01_10_1.0_RSI_14,-0.0308662574194659,0.5999999999999999,0.6068376068376069,0.012077294685990338,0.5314723272243266,0.012310555239103458,0.717391304347826
bang01_20_1.0_RSI_14,-0.040946472398969744,0.5999999999999999,0.5625,-0.014492753623188406,0.5558495336453655,-0.006172888693533767,0.6908212560386473
bang01_30_1.0_RSI_14,-0.00716406320235363,-0.6000000000000001,0.532258064516129,0.014492753623188406,0.5470894518312137,0.0090489340379181,0.7004830917874396
bang01_50_1.0_RSI_14,-0.010103874977659077,-0.40000000000000013,0.5461538461538462,0.004830917874396135,0.5603448260386095,0.0015988288256055339,0.6859903381642513
bang01_100_1.0_RSI_14,-0.01410107035232629,-0.6000000000000001,0.5206611570247934,-0.012077294685990338,0.5404855875544082,-0.009479651271236218,0.7077294685990339
