,VolumeAnomaly_5_zscore,VolumeAnomaly_10_zscore,VolumeAnomaly_20_zscore,VolumeAnomaly_30_zscore,VolumeAnomaly_50_zscore
VolumeAnomaly_5_zscore,1.0,0.9198259759509356,0.7852017076775639,0.7178099095700092,0.705681164552044
VolumeAnomaly_10_zscore,0.9198259759509356,1.0,0.8833102645263456,0.8055773707796358,0.7804357794604766
VolumeAnomaly_20_zscore,0.7852017076775639,0.8833102645263456,1.0,0.9531264890873978,0.9042779115602234
VolumeAnomaly_30_zscore,0.7178099095700092,0.8055773707796358,0.9531264890873978,1.0,0.9649459666367931
VolumeAnomaly_50_zscore,0.705681164552044,0.7804357794604766,0.9042779115602234,0.9649459666367931,1.0
