,correlation,correlation_stable,accuracy,mean,std,skewness,zero_percent
weilun04_2,0.04923674903418681,-0.40000000000000013,0.5060532687651331,-0.0012884751434365592,0.022393728103736105,-1.2342185326313615,0.0
weilun04_3,0.018228407800571087,-0.40000000000000013,0.513317191283293,-0.002407086976294027,0.027582821578461994,-2.082129968362381,0.0
weilun04_5,0.04964480524564041,1.8,0.5036319612590798,-0.001428135698650039,0.03414630002593082,-1.2580436698975632,0.0
weilun04_10,0.008220604945167019,0.5999999999999999,0.5278450363196125,-0.0018600664329809728,0.04662889624647833,-0.3771507284798535,0.0
weilun04_20,0.036167035160647204,0.5999999999999999,0.5024271844660194,-0.006805366288873202,0.07049439938206283,-1.1537193096976495,0.0
weilun04_50,-0.0002642681421097545,1.2000000000000002,0.5450121654501217,-0.011858376579310355,0.10920455032278262,-0.6500070589183318,0.0
weilun04_100,-0.011425185616539785,0.5999999999999999,0.5220588235294118,-0.016922019219630862,0.15697695821582308,-0.15608524670657037,0.0
weilun04_200,0.036208470960345455,0.5999999999999999,0.5497512437810945,-0.03045596818563301,0.23035455705515406,0.051466499663701724,0.0
weilun04_300,0.012351454512908882,0.8,0.5037783375314862,-0.038335883154025155,0.2877236924457942,-0.07104441286603635,0.0
weilun04_400,-0.011948332322939735,2.0,0.5038363171355499,-0.04225938181279509,0.33332132387644803,-0.17534014207280899,0.0
