,correlation,correlation_stable,accuracy,mean,std,skewness,zero_percent
weilun02_0.4_1.0,-0.016286998979837986,0.3999999999999999,0.5714285714285714,-0.0024154589371980675,0.13000914628790228,-1.047257471710881,0.9830917874396136
weilun02_0.4_1.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
weilun02_0.4_2,0.0,1.0,0.0,0.0,0.0,0.0,1.0
weilun02_0.4_3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
weilun02_0.2_1.0,-0.020342885056528013,0.40000000000000013,0.5205479452054795,0.0024154589371980675,0.41990792797181337,0.015422701234441479,0.8236714975845411
weilun02_0.2_1.6,0.03128317207604255,1.6,0.6666666666666666,-0.007246376811594203,0.1472637784992868,-2.128974641262645,0.9782608695652174
weilun02_0.2_2,0.0,1.0,0.0,0.0,0.0,0.0,1.0
weilun02_0.2_3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
weilun02_0.1_1.0,-0.03321600618428229,0.5999999999999999,0.5324675324675325,-0.007246376811594203,0.43120508831338666,-0.040105245735133306,0.8140096618357487
weilun02_0.1_1.6,0.033345749123355174,-0.40000000000000013,0.6129032258064516,-0.0024154589371980675,0.27363002870895364,-0.09174820966805364,0.9251207729468599
weilun02_0.1_2,0.020555643322858703,0.3999999999999999,0.6,-0.0024154589371980675,0.19033142046465612,-0.31338476779980273,0.9637681159420289
weilun02_0.1_3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
