,correlation,correlation_stable,accuracy,mean,std,skewness,zero_percent
bang01_5_1.0_RSI_9,0.020553119776497857,0.5999999999999999,0.55,-0.014492753623188406,0.49125945671531285,-0.03383472596708866,0.7584541062801933
bang01_10_1.0_RSI_9,0.010553274322686863,-0.40000000000000013,0.5398230088495575,-0.04106280193236715,0.5208269445802942,-0.053829119552216455,0.7270531400966184
bang01_20_1.0_RSI_9,0.027763610148074748,-0.6000000000000001,0.53125,-0.03864734299516908,0.5546937234553555,-0.017147581687726957,0.6908212560386473
bang01_30_1.0_RSI_9,0.029304341600511027,0.5999999999999999,0.5481481481481482,-0.021739130434782608,0.5706262934089864,-0.0026637311220238736,0.6739130434782609
bang01_50_1.0_RSI_9,-0.010638992749013464,-0.40000000000000013,0.6031746031746033,-0.01932367149758454,0.5513387541310787,-0.01014911443792789,0.6956521739130435
bang01_100_1.0_RSI_9,0.016323938153956517,-0.40000000000000013,0.5419847328244275,-0.021739130434782608,0.5620965495187517,-0.006347815804352433,0.6835748792270532
bang01_5_1.0_RSI_14,0.015851708048308228,-0.6000000000000001,0.5428571428571429,0.0024154589371980675,0.5036043625346387,0.004539052790919234,0.7463768115942029
bang01_10_1.0_RSI_14,0.03166953249681231,0.5999999999999999,0.5238095238095238,-0.036231884057971016,0.5023051253803875,-0.06936545057308408,0.7463768115942029
bang01_20_1.0_RSI_14,0.0243024772867405,0.3999999999999999,0.5390625,-0.033816425120772944,0.5550091831252919,-0.014839573382214805,0.6908212560386473
bang01_30_1.0_RSI_14,0.018080267610352883,0.3999999999999999,0.5669291338582677,-0.021739130434782608,0.5534353577718848,-0.010381317799039502,0.6932367149758454
bang01_50_1.0_RSI_14,-0.0035102311489346185,0.5999999999999999,0.5833333333333333,-0.024154589371980676,0.5641428325543238,-0.006028158932419467,0.6811594202898551
bang01_100_1.0_RSI_14,0.033110263084370394,0.3999999999999999,0.5511811023622047,-0.016908212560386472,0.5536040077276965,-0.008029634081806798,0.6932367149758454
