,correlation,correlation_stable,accuracy,mean,std,skewness,zero_percent
bang03_5_1.0_DPO_20_5,-0.03805073549005139,-0.40000000000000013,0.5617977528089888,0.007246376811594203,0.46359824787603804,0.02592501177487992,0.785024154589372
bang03_5_1.0_DPO_20_10,-0.03421259585667735,-0.40000000000000013,0.5681818181818181,0.00966183574879227,0.46094146635271743,0.03589342858704954,0.7874396135265701
bang03_5_1.0_DPO_30_5,-0.03507046423563161,-0.40000000000000013,0.5697674418604651,0.004830917874396135,0.45574788077568135,0.01930241777572221,0.7922705314009661
bang03_5_1.0_DPO_30_10,-0.04272793234719465,0.5999999999999999,0.5454545454545454,0.014492753623188406,0.4608148723357869,0.053919217952024305,0.7874396135265701
bang03_5_1.0_DPO_30_20,-0.023933760344235225,0.5999999999999999,0.5164835164835164,0.016908212560386472,0.4685305493060586,0.05628714311231291,0.7801932367149759
bang03_5_1.0_DPO_50_10,-0.029513657176290866,0.5999999999999999,0.5348837209302326,0.00966183574879227,0.4556710628611358,0.03863871446381282,0.7922705314009661
bang03_5_1.0_DPO_50_20,-0.040814757040884754,0.8,0.5384615384615384,0.021739130434782608,0.46833126469729053,0.07254091925599121,0.7801932367149759
bang03_5_1.0_DPO_50_30,-0.05138724076817009,0.5999999999999999,0.5730337078651686,0.016908212560386472,0.46334647701114645,0.06066998136790738,0.785024154589372
bang03_5_1.0_DPO_50_40,-0.02967053731158821,0.5999999999999999,0.5531914893617021,0.014492753623188406,0.47628048478710105,0.04298193222971909,0.7729468599033816
bang03_10_1.0_DPO_20_5,-0.07316636429212559,0.5999999999999999,0.6122448979591837,-0.014492753623188406,0.4863177314655802,-0.036709497325893466,0.7632850241545893
bang03_10_1.0_DPO_20_10,-0.07600617930200237,1.8,0.6161616161616161,-0.016908212560386472,0.4887172466064826,-0.041168589049131774,0.7608695652173914
bang03_10_1.0_DPO_30_5,-0.0626103978509471,0.8,0.6224489795918368,-0.014492753623188406,0.4863177314655802,-0.036709497325893466,0.7632850241545893
bang03_10_1.0_DPO_30_10,-0.08816158655312067,2.0,0.6161616161616161,-0.016908212560386472,0.4887172466064826,-0.04116858904913174,0.7608695652173914
bang03_10_1.0_DPO_30_20,-0.0773630800018755,2.0,0.6,-0.016908212560386472,0.47873031174329167,-0.04828235765237326,0.7705314009661836
bang03_10_1.0_DPO_50_10,-0.060826511250324414,1.8,0.5979381443298969,-0.021739130434782608,0.4835565397305181,-0.05751254408390496,0.7657004830917874
bang03_10_1.0_DPO_50_20,-0.05173891383671504,1.8,0.5825242718446602,-0.016908212560386472,0.49850414529812465,-0.03482060390223231,0.751207729468599
bang03_10_1.0_DPO_50_30,-0.0630924690030319,1.8,0.5980392156862745,-0.014492753623188406,0.496151964307933,-0.031117660853820565,0.7536231884057971
bang03_10_1.0_DPO_50_40,-0.04628537106277531,0.8,0.5740740740740741,-0.01932367149758454,0.5103882452968963,-0.0318197810599354,0.7391304347826086
bang03_20_1.0_DPO_20_5,-0.06697609952836633,1.8,0.5877192982456141,-0.033816425120772944,0.5236590190502125,-0.041645316985389015,0.7246376811594203
bang03_20_1.0_DPO_20_10,-0.021001881574925576,0.8,0.5517241379310345,-0.033816425120772944,0.5282515367767774,-0.037231731828891515,0.7198067632850241
bang03_20_1.0_DPO_30_5,-0.04290249705205263,0.5999999999999999,0.5765765765765766,-0.03140096618357488,0.5168461292800048,-0.04511046933269692,0.7318840579710145
bang03_20_1.0_DPO_30_10,-0.03721469109790551,0.40000000000000013,0.5535714285714286,-0.03864734299516908,0.5186885229553448,-0.05319904394476221,0.7294685990338164
bang03_20_1.0_DPO_30_20,-0.03620414722705208,0.40000000000000013,0.5446428571428572,-0.033816425120772944,0.5190258667525489,-0.04628850851395052,0.7294685990338164
bang03_20_1.0_DPO_50_10,-0.04949221886041928,0.40000000000000013,0.5660377358490566,-0.043478260869565216,0.5041312211862633,-0.08026275016015738,0.7439613526570048
bang03_20_1.0_DPO_50_20,-0.05167245160479712,0.5999999999999999,0.5446428571428572,-0.033816425120772944,0.5190258667525489,-0.04628850851395054,0.7294685990338164
bang03_20_1.0_DPO_50_30,-0.05133482730106563,0.8,0.5258620689655172,-0.043478260869565216,0.5275441948753998,-0.04850610878933198,0.7198067632850241
bang03_20_1.0_DPO_50_40,-0.03590411704137356,0.8,0.5128205128205128,-0.036231884057971016,0.530373402641746,-0.03773053769298406,0.717391304347826
