,MarketParticipation_5,MarketParticipation_10,MarketParticipation_20
MarketParticipation_5,1.0,0.9980538253974415,0.9843467976855981
MarketParticipation_10,0.9980538253974415,1.0,0.9851814381844191
MarketParticipation_20,0.9843467976855981,0.9851814381844191,1.0
