,weilun03_3,weilun03_5,weilun03_10,weilun03_20,weilun03_50,weilun03_100,weilun03_200,weilun03_300,weilun03_400
weilun03_3,1.0,0.8827449944793218,0.6185442646481749,0.40314196874173774,0.2713005644423468,0.22004743854681869,0.14961199522911325,0.15206908524538934,0.10063078279234916
weilun03_5,0.8827449944793218,1.0,0.7625096543072158,0.5071176507784704,0.3302495496513485,0.25200821608226764,0.16929089825810525,0.17200873764970076,0.12605007045412267
weilun03_10,0.6185442646481749,0.7625096543072158,1.0,0.7239495804352364,0.4182087936287745,0.30694523964617143,0.1713009378101533,0.1312858689286449,0.06495269564731246
weilun03_20,0.40314196874173774,0.5071176507784704,0.7239495804352364,1.0,0.5871462985958782,0.4354555385813867,0.24895222947903892,0.16296167361789188,0.1031593285088438
weilun03_50,0.2713005644423468,0.3302495496513485,0.4182087936287745,0.5871462985958782,1.0,0.6481850427243877,0.42160628887349305,0.2681793932990299,0.19572921086249584
weilun03_100,0.22004743854681869,0.25200821608226764,0.30694523964617143,0.4354555385813867,0.6481850427243877,1.0,0.664591709289431,0.4558221056695385,0.36149116641852713
weilun03_200,0.14961199522911325,0.16929089825810525,0.1713009378101533,0.24895222947903892,0.42160628887349305,0.664591709289431,1.0,0.7838761409140044,0.5981737095597337
weilun03_300,0.15206908524538934,0.17200873764970076,0.1312858689286449,0.16296167361789188,0.2681793932990299,0.4558221056695385,0.7838761409140044,1.0,0.8115829554091746
weilun03_400,0.10063078279234916,0.12605007045412267,0.06495269564731246,0.1031593285088438,0.19572921086249584,0.36149116641852713,0.5981737095597337,0.8115829554091746,1.0
