,correlation,correlation_stable,accuracy,mean,std,skewness,zero_percent
weilun04_2,0,0.5999999999999999,0.5278450363196125,-0.0014338239885901523,0.02333883828697513,-1.4486231357646662,0.0
weilun04_3,0,0.5999999999999999,0.5181598062953995,-0.002491951944443848,0.028661975159009544,-2.3536164124287926,0.0
weilun04_5,0,0.5999999999999999,0.5084745762711864,-0.0015272906607118998,0.03494370161764386,-1.3667707541566436,0.0
weilun04_10,0,0.5999999999999999,0.5230024213075061,-0.0017935833639549763,0.04777892654607466,-0.39381494463539174,0.0
weilun04_20,0,0.5999999999999999,0.5048543689320388,-0.007000238596411058,0.0721387328581164,-1.1784215678267207,0.0
weilun04_50,0,1.2000000000000002,0.5304136253041363,-0.012424252845848693,0.11151523708821447,-0.6692602864601345,0.0
weilun04_100,0,0.3999999999999999,0.5196078431372548,-0.0177171704549776,0.15993797876961086,-0.15779761900556852,0.0
weilun04_200,0,0.5999999999999999,0.5024875621890548,-0.032623040000463725,0.2330663866021876,0.024245158609831882,0.0
weilun04_300,0,-0.6000000000000001,0.5188916876574308,-0.041407228164074966,0.29218020017759194,-0.11169641238414489,0.0
weilun04_400,0,1.6,0.5063938618925832,-0.044796861747446896,0.3392221275962537,-0.22632428866595136,0.0
