timestamp,0
2021-05-11,0.0
2021-05-12,0.0
2021-05-13,0.0
2021-05-14,0.0
2021-05-15,0.0
2021-05-16,0.0016361244933474593
2021-05-17,0.0016361244933474593
2021-05-18,6.762918310427093e-05
2021-05-19,7.287835854339134e-05
2021-05-20,1.8771156099026826e-05
2021-05-21,4.5025562150531606e-05
2021-05-22,0.00033277237927155714
2021-05-23,3.952584670470494e-05
2021-05-24,3.323726928996032e-05
2021-05-25,0.00030602907340810705
2021-05-26,0.00030602907340810705
2021-05-27,4.331146044619753e-05
2021-05-28,4.331146044619753e-05
2021-05-29,4.331146044619753e-05
2021-05-30,1.560423140664017e-05
2021-05-31,0.00018316935045986117
2021-06-01,2.4278278601483003e-05
2021-06-02,0.00010591892766947247
2021-06-03,6.0712572786609034e-05
2021-06-04,4.057737547691082e-05
2021-06-05,1.3555829100802934e-05
2021-06-06,4.078160860667259e-05
2021-06-07,2.459532446642907e-05
2021-06-08,2.459532446642907e-05
2021-06-09,0.00025181728384771236
2021-06-10,0.00022904966557218097
2021-06-11,0.00016104024061921844
2021-06-12,0.00016104024061921844
2021-06-13,0.00016104024061921844
2021-06-14,1.0161686036000428e-05
2021-06-15,0.0001894539653279773
2021-06-16,4.6728927250837965e-05
2021-06-17,4.6728927250837965e-05
2021-06-18,4.6728927250837965e-05
2021-06-19,4.3854819389098094e-05
2021-06-20,0.00022049992055213873
2021-06-21,0.0002925205734544715
2021-06-22,8.569020516919004e-05
2021-06-23,6.628074704323819e-05
2021-06-24,3.536210249962049e-05
2021-06-25,5.7857969816796015e-05
2021-06-26,4.69403995895833e-05
2021-06-27,5.43512761203074e-05
2021-06-28,7.678125409735746e-05
2021-06-29,7.678125409735746e-05
2021-06-30,7.678125409735746e-05
2021-07-01,5.819900217966974e-05
2021-07-02,1.2493266272466455e-05
2021-07-03,1.842493670311954e-05
2021-07-04,1.842493670311954e-05
2021-07-05,1.842493670311954e-05
2021-07-06,1.0457107656874041e-05
2021-07-07,1.0457107656874041e-05
2021-07-08,1.0267714261763452e-05
2021-07-09,1.1179826582281404e-05
2021-07-10,2.1925521105853676e-07
2021-07-11,7.506747534411352e-05
2021-07-12,7.506747534411352e-05
2021-07-13,2.1146219081164116e-05
2021-07-14,2.1146219081164116e-05
2021-07-15,6.669989028692137e-05
2021-07-16,6.669989028692137e-05
2021-07-17,1.9933145702363125e-05
2021-07-18,1.4336057183374348e-05
2021-07-19,4.553309132125302e-08
2021-07-20,4.553309132125302e-08
2021-07-21,0.00011543361046662415
2021-07-22,7.264552731845765e-05
2021-07-23,7.264552731845765e-05
2021-07-24,8.123486112093185e-05
2021-07-25,0.00012920163490968539
2021-07-26,7.966645915910911e-05
2021-07-27,0.044287661653447
2021-07-28,0.0424710886626769
2021-07-29,0.03563043551537454
2021-07-30,0.03404656207461008
2021-07-31,0.02886919345554296
2021-08-01,0.00011684829692646184
2021-08-02,9.686113917196015e-05
2021-08-03,1.6664409360628296e-05
2021-08-04,4.822877584450061e-05
2021-08-05,1.060256471931316e-05
2021-08-06,1.060256471931316e-05
2021-08-07,2.3061734277607902e-05
2021-08-08,2.276491605588543e-06
2021-08-09,0.00013705664200968325
2021-08-10,5.2386134796085504e-05
2021-08-11,0.0002239349525544193
2021-08-12,0.00014765023255231772
2021-08-13,0.00012788434894214036
2021-08-14,0.00012788434894214036
2021-08-15,1.686365667381059e-05
2021-08-16,1.686365667381059e-05
2021-08-17,3.716348170774942e-05
2021-08-18,3.716348170774942e-05
2021-08-19,7.1807301137045976e-06
2021-08-20,1.9072667545555044e-05
2021-08-21,1.9072667545555044e-05
2021-08-22,2.7303219854817734e-05
2021-08-23,2.7303219854817734e-05
2021-08-24,0.00023153609969569014
2021-08-25,0.00010785299653761835
2021-08-26,6.0399309523387e-05
2021-08-27,6.0399309523387e-05
2021-08-28,0.00013570168699145483
2021-08-29,3.2124466263764705e-05
2021-08-30,0.00012555775371864272
2021-08-31,0.00012555775371864272
2021-09-01,0.00012555775371864272
2021-09-02,9.112130695267898e-05
2021-09-03,3.35913191802041e-05
2021-09-04,3.35913191802041e-05
2021-09-05,3.0385480733630815e-06
2021-09-06,3.0385480733630815e-06
2021-09-07,8.109886924544726e-07
2021-09-08,1.5270401956943812e-05
2021-09-09,5.018888563419494e-05
2021-09-10,9.316708151056383e-05
2021-09-11,9.316708151056383e-05
2021-09-12,2.7622784075868184e-05
2021-09-13,8.703678989914303e-06
2021-09-14,1.106873316711332e-06
2021-09-15,1.106873316711332e-06
2021-09-16,5.362233784946772e-06
2021-09-17,2.5482771749063375e-05
2021-09-18,2.5482771749063375e-05
2021-09-19,0.00014251182200609872
2021-09-20,2.8629249729100748e-06
2021-09-21,2.081922843525058e-05
2021-09-22,0.0002135381395385362
2021-09-23,0.0002135381395385362
2021-09-24,0.0002135381395385362
2021-09-25,0.00020344141726038635
2021-09-26,0.00010931886064621376
2021-09-27,5.809665370076593e-06
2021-09-28,6.990951439886633e-07
2021-09-29,6.990951439886633e-07
2021-09-30,6.805886748594784e-05
2021-10-01,6.805886748594784e-05
2021-10-02,6.805886748594784e-05
2021-10-03,0.00012182161061950053
2021-10-04,0.00012182161061950053
2021-10-05,3.301329799729018e-05
2021-10-06,0.00023637805811058728
2021-10-07,5.18972032089891e-06
2021-10-08,5.300269197973384e-05
2021-10-09,0.00013385889846548836
2021-10-10,3.2217370435556544e-05
2021-10-11,2.0991342079750962e-05
2021-10-12,8.453642328416734e-05
2021-10-13,3.341523814445616e-05
2021-10-14,3.341523814445616e-05
2021-10-15,3.0700987425916464e-05
2021-10-16,7.151270279902137e-07
2021-10-17,3.757450567496183e-05
2021-10-18,3.757450567496183e-05
2021-10-19,3.191365003036087e-07
2021-10-20,4.073570030570586e-05
2021-10-21,2.378938206736448e-05
2021-10-22,1.4740766558484289e-05
2021-10-23,2.9633944681792474e-05
2021-10-24,3.6165424645255486e-05
2021-10-25,3.6165424645255486e-05
2021-10-26,3.6165424645255486e-05
2021-10-27,7.333695663029561e-06
2021-10-28,1.449356208565848e-05
2021-10-29,4.1319981827639754e-05
2021-10-30,4.1319981827639754e-05
2021-10-31,4.1319981827639754e-05
2021-11-01,2.624895874071614e-05
2021-11-02,2.624895874071614e-05
2021-11-03,8.557264103047156e-05
2021-11-04,0.00015806864001122623
2021-11-05,0.00015806864001122623
2021-11-06,0.00015806864001122623
2021-11-07,4.071381296542843e-05
2021-11-08,1.122915697687949e-05
2021-11-09,3.1754002971123504e-05
2021-11-10,6.734695749513898e-05
2021-11-11,6.724677851717084e-05
2021-11-12,0.00011758610487997041
2021-11-13,9.557102991432278e-05
2021-11-14,9.046539313523495e-05
2021-11-15,2.407762394057711e-05
2021-11-16,8.59645845506117e-06
