timestamp,returns
2021-05-11,
2021-05-12,
2021-05-13,
2021-05-14,
2021-05-15,
2021-05-16,
2021-05-17,
2021-05-18,
2021-05-19,
2021-05-20,8.6
2021-05-21,12.0
2021-05-22,14.6
2021-05-23,17.8
2021-05-24,21.4
2021-05-25,20.6
2021-05-26,20.0
2021-05-27,17.2
2021-05-28,14.4
2021-05-29,10.4
2021-05-30,10.0
2021-05-31,10.0
2021-06-01,10.0
2021-06-02,10.8
2021-06-03,11.8
2021-06-04,9.8
2021-06-05,7.4
2021-06-06,8.0
2021-06-07,8.4
2021-06-08,10.8
2021-06-09,14.0
2021-06-10,17.6
2021-06-11,19.8
2021-06-12,21.6
2021-06-13,22.0
2021-06-14,22.4
2021-06-15,22.2
2021-06-16,21.8
2021-06-17,19.0
2021-06-18,17.4
2021-06-19,14.6
2021-06-20,13.0
2021-06-21,11.8
2021-06-22,14.4
2021-06-23,16.2
2021-06-24,19.0
2021-06-25,20.4
2021-06-26,21.6
2021-06-27,20.8
2021-06-28,18.8
2021-06-29,16.8
2021-06-30,15.2
2021-07-01,13.0
2021-07-02,10.6
2021-07-03,8.8
2021-07-04,8.0
2021-07-05,6.4
2021-07-06,5.8
2021-07-07,5.6
2021-07-08,5.6
2021-07-09,5.8
2021-07-10,7.2
2021-07-11,9.4
2021-07-12,12.2
2021-07-13,15.4
2021-07-14,17.8
2021-07-15,19.0
2021-07-16,18.6
2021-07-17,18.8
2021-07-18,18.8
2021-07-19,18.2
2021-07-20,19.0
2021-07-21,20.4
2021-07-22,19.8
2021-07-23,18.6
2021-07-24,17.2
2021-07-25,14.2
2021-07-26,12.0
2021-07-27,12.0
2021-07-28,13.2
2021-07-29,15.4
2021-07-30,17.8
2021-07-31,19.2
2021-08-01,18.0
2021-08-02,15.4
2021-08-03,11.8
2021-08-04,9.6
2021-08-05,6.4
2021-08-06,5.4
2021-08-07,6.8
2021-08-08,8.4
2021-08-09,10.2
2021-08-10,13.4
2021-08-11,13.4
2021-08-12,11.2
2021-08-13,10.0
2021-08-14,7.2
2021-08-15,4.2
2021-08-16,4.4
2021-08-17,4.8
2021-08-18,5.4
2021-08-19,6.8
2021-08-20,8.0
2021-08-21,8.6
2021-08-22,10.4
2021-08-23,10.2
2021-08-24,9.8
2021-08-25,11.4
2021-08-26,12.8
2021-08-27,13.4
2021-08-28,15.6
2021-08-29,17.8
2021-08-30,17.6
2021-08-31,16.6
2021-09-01,14.4
2021-09-02,12.0
2021-09-03,9.0
2021-09-04,7.4
2021-09-05,6.0
2021-09-06,6.4
2021-09-07,7.4
2021-09-08,10.2
2021-09-09,11.8
2021-09-10,13.6
2021-09-11,15.0
2021-09-12,15.0
2021-09-13,13.4
2021-09-14,12.8
2021-09-15,13.4
2021-09-16,13.0
2021-09-17,13.6
2021-09-18,15.2
2021-09-19,16.2
2021-09-20,16.2
2021-09-21,17.6
2021-09-22,19.0
