,correlation,correlation_stable,accuracy,mean,std,skewness,zero_percent
bang02_short5_long10,-0.019033218476941536,-0.6000000000000001,0.5089285714285714,0.1642512077294686,0.49351083242984084,0.3324009777846031,0.7294685990338164
bang02_short5_long20,-0.01833032254671666,-0.40000000000000013,0.5094339622641509,0.16908212560386474,0.4769170600264516,0.4522072176508125,0.7439613526570048
bang02_short5_long30,-0.03206267463139632,-0.40000000000000013,0.5188679245283019,0.178743961352657,0.47338065404382024,0.5002082551056253,0.7439613526570048
bang02_short5_long40,-0.06235495675750717,1.4,0.5656565656565656,0.16666666666666666,0.459731070306142,0.5821606632177205,0.7608695652173914
bang02_short10_long15,-0.022597714559154703,0.8,0.504950495049505,0.1570048309178744,0.4683063481583978,0.4870022983117214,0.7560386473429952
bang02_short10_long20,-0.027596799660509725,0.5999999999999999,0.5238095238095238,0.16666666666666666,0.47523195455274186,0.4592713082736007,0.7463768115942029
bang02_short10_long30,-0.04239212124246854,-0.40000000000000013,0.5576923076923077,0.16908212560386474,0.4718251416254521,0.4904208116636584,0.748792270531401
bang02_short10_long40,-0.050042849332101146,-0.40000000000000013,0.5520833333333333,0.178743961352657,0.44714053076295196,0.7389516619735972,0.7681159420289855
bang02_short10_long50,-0.052024629644395345,-0.40000000000000013,0.5684210526315789,0.16666666666666666,0.449100012531773,0.6780172999541642,0.7705314009661836
bang02_short20_long25,-0.03129973695027878,-0.40000000000000013,0.5327868852459017,0.21739130434782608,0.4974203565718989,0.37309465322742597,0.7053140096618358
bang02_short20_long30,-0.026038634478638644,0.5999999999999999,0.5309734513274336,0.2246376811594203,0.4716829147920245,0.6060214304447344,0.7270531400966184
bang02_short20_long40,-0.033177362013059285,-0.6000000000000001,0.5420560747663552,0.21980676328502416,0.4584093073819015,0.7357424690555249,0.7415458937198067
bang02_short20_long45,-0.042607531905193674,-0.6000000000000001,0.5377358490566038,0.21739130434782608,0.45692413827346223,0.7465186762389118,0.7439613526570048
bang02_short20_long50,-0.064674845014391,0.8,0.5445544554455446,0.20531400966183574,0.4492299078351578,0.8010425680395891,0.7560386473429952
