,correlation,correlation_stable,accuracy,mean,std,skewness,zero_percent
weilun02_0.4_1.0,-0.08581035617990439,1.8,0.7692307692307692,-0.007194244604316547,0.17641797753236954,-1.192143718741112,0.9688249400479616
weilun02_0.4_1.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
weilun02_0.4_2,0.0,1.0,0.0,0.0,0.0,0.0,1.0
weilun02_0.4_3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
weilun02_0.2_1.0,-0.015663666631058705,-0.40000000000000013,0.5116279069767442,-0.023980815347721823,0.4534974448502066,-0.0986904512903904,0.7937649880095923
weilun02_0.2_1.6,-0.05641914759734916,1.6,0.7142857142857143,-0.011990407673860911,0.1290069799166692,-5.324165297902583,0.9832134292565947
weilun02_0.2_2,0.0,1.0,0.0,0.0,0.0,0.0,1.0
weilun02_0.2_3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
weilun02_0.1_1.0,-0.01617837788132552,0.40000000000000013,0.5393258426966292,-0.011990407673860911,0.4618284169673179,-0.04398056580492886,0.7865707434052758
weilun02_0.1_1.6,-0.07939734065381379,0.40000000000000013,0.5517241379310345,-0.011990407673860911,0.26343992604046923,-0.5210644131254708,0.9304556354916067
weilun02_0.1_2,-0.04497446350927358,0.5999999999999999,0.625,-0.009592326139088728,0.13817611789820558,-3.4397973759020584,0.9808153477218226
weilun02_0.1_3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
