,Cross_1_2,Cross_1_3,Cross_2_5,Cross_3_8,Cross_5_10,Cross_5_15,Cross_10_30,Cross_20_50,Cross_10_20
Cross_1_2,1.0,0.6337376505210727,-0.07851147452316574,0.008867394571128557,0.021351057707134097,-0.03813039028989791,0.0006263567764844699,0.000753666069283353,0.05158126423053577
Cross_1_3,0.6337376505210727,1.0,0.12477589045745602,0.041087426871121054,0.02473274463897312,-0.029633706504353596,0.03827341050540261,0.0008730354575556292,0.059750961936792996
Cross_2_5,-0.07851147452316574,0.12477589045745602,1.0,0.1076990038766189,0.032729635956348736,0.0007362685638409909,-0.025556178869842964,0.077806081173435,-0.13565743201493594
Cross_3_8,0.008867394571128557,0.041087426871121054,0.1076990038766189,1.0,0.12097523937971788,0.1415125370051558,1.3982261779155107e-18,0.04887094922435316,0.023665691096288213
Cross_5_10,0.021351057707134097,0.02473274463897312,0.032729635956348736,0.12097523937971788,1.0,0.19945197558820507,0.07405840086312089,0.0004284184624007383,-0.027938089583715194
Cross_5_15,-0.03813039028989791,-0.029633706504353596,0.0007362685638409909,0.1415125370051558,0.19945197558820507,1.0,0.08788037011011013,0.002004594785677786,0.0032357410502570727
Cross_10_30,0.0006263567764844699,0.03827341050540261,-0.025556178869842964,1.3982261779155107e-18,0.07405840086312089,0.08788037011011013,1.0,-0.002589034183690923,0.03907478145900899
Cross_20_50,0.000753666069283353,0.0008730354575556292,0.077806081173435,0.04887094922435316,0.0004284184624007383,0.002004594785677786,-0.002589034183690923,1.0,-0.0744224298317553
Cross_10_20,0.05158126423053577,0.059750961936792996,-0.13565743201493594,0.023665691096288213,-0.027938089583715194,0.0032357410502570727,0.03907478145900899,-0.0744224298317553,1.0
