timestamp,totalCirculatingUSD
2024-03-02,99272633719
2024-03-03,99422260259
2024-03-04,99724901849
2024-03-05,100238894972
2024-03-06,100534835759
2024-03-07,100622511924
2024-03-08,101241417082
2024-03-09,101789628700
2024-03-10,102016381296
2024-03-11,102012255784
2024-03-12,102367141199
2024-03-13,102759639775
2024-03-14,103227274219
2024-03-15,103463082823
2024-03-16,103514693506
2024-03-17,103506480428
2024-03-18,103368853847
2024-03-19,103656755951
2024-03-20,104078947607
2024-03-21,103892152366
2024-03-22,104146152650
2024-03-23,103950511982
2024-03-24,104101505605
2024-03-25,103871776944
2024-03-26,104231823342
2024-03-27,104350179944
2024-03-28,104542722577
2024-03-29,104488442732
2024-03-30,104467632908
2024-03-31,104593960679
2024-04-01,104430769909
2024-04-02,104583887620
2024-04-03,105162325065
2024-04-04,106235038539
2024-04-05,106577367562
2024-04-06,106897421348
2024-04-07,106876390717
2024-04-08,106813371160
2024-04-09,106940561216
2024-04-10,107111455988
2024-04-11,107193158226
2024-04-12,107384743432
2024-04-13,107437724782
2024-04-14,107634212916
2024-04-15,107695174387
2024-04-16,108172906462
2024-04-17,108850326877
2024-04-18,109037057960
2024-04-19,109626703875
2024-04-20,109818107184
2024-04-21,109834873894
2024-04-22,109770538268
2024-04-23,110176193831
2024-04-24,110322541426
2024-04-25,110356203973
2024-04-26,110338434563
2024-04-27,110235570648
2024-04-28,110245517579
2024-04-29,110265964617
2024-04-30,110324811294
2024-05-01,110376575387
2024-05-02,110209255303
2024-05-03,110314646299
2024-05-04,110613549804
2024-05-05,110745496055
2024-05-06,110636188433
2024-05-07,110932445060
2024-05-08,110782806360
2024-05-09,110741959662
2024-05-10,110736343640
2024-05-11,110519575313
2024-05-12,110603634065
2024-05-13,110573815188
2024-05-14,110595556329
2024-05-15,110662498986
2024-05-16,110717237401
2024-05-17,110899115803
2024-05-18,111016525058
2024-05-19,111124893148
2024-05-20,111128449259
2024-05-21,111052418306
2024-05-22,111409831620
2024-05-23,111427321786
2024-05-24,111572269413
2024-05-25,111550949298
2024-05-26,111588108133
2024-05-27,111560113627
2024-05-28,111500832530
2024-05-29,111440850787
2024-05-30,111469246211
2024-05-31,111547940808
2024-06-01,111670666791
2024-06-02,111742411880
2024-06-03,111768176445
2024-06-04,112253386803
2024-06-05,112246152774
2024-06-06,112315084780
2024-06-07,112350781269
2024-06-08,112364113019
2024-06-09,112352062755
2024-06-10,112352057250
2024-06-11,112400182740
2024-06-12,112403196183
2024-06-13,112392502753
2024-06-14,112360161557
2024-06-15,112438892495
2024-06-16,112404705952
2024-06-17,112469528689
2024-06-18,112434908442
2024-06-19,112429308678
2024-06-20,112422743974
2024-06-21,112727670160
2024-06-22,112768729394
2024-06-23,112745185060
2024-06-24,112712121558
2024-06-25,112837386516
2024-06-26,112675718651
2024-06-27,112501741675
2024-06-28,112456905562
2024-06-29,112511901163
2024-06-30,112633305704
2024-07-01,112644085827
2024-07-02,112528906376
2024-07-03,112414097319
2024-07-04,112321847819
2024-07-05,112468091106
2024-07-06,112245912309
2024-07-07,112181849713
2024-07-08,112192511744
2024-07-09,112141060909
2024-07-10,112268563180
2024-07-11,112364578514
2024-07-12,112371024626
2024-07-13,112527287879
2024-07-14,112469048012
2024-07-15,112651587060
2024-07-16,112977167082
2024-07-17,113216677692
2024-07-18,113605223018
2024-07-19,113678352175
2024-07-20,114201306550
2024-07-21,114015056195
2024-07-22,114180894195
2024-07-23,114307338921
2024-07-24,114433699332
2024-07-25,114424345507
2024-07-26,114315607314
2024-07-27,114325513751
2024-07-28,114459557936
2024-07-29,114459214526
2024-07-30,114513725531
2024-07-31,114518259273
2024-08-01,114662166761
2024-08-02,114667956088
2024-08-03,114709383647
2024-08-04,114694368645
2024-08-05,114694368645
2024-08-06,114572011258
2024-08-07,114556867042
2024-08-08,115656673750
2024-08-09,115532191788
2024-08-10,115574281399
2024-08-11,115445826851
2024-08-12,115756322080
2024-08-13,115889054746
2024-08-14,116129081961
2024-08-15,116650846694
2024-08-16,116699423797
2024-08-17,116833969260
2024-08-18,116887299260
2024-08-19,116888957760
2024-08-20,116995756969
2024-08-21,117262503316
2024-08-22,117371515154
2024-08-23,117648169338
2024-08-24,117627722034
2024-08-25,117960181426
2024-08-26,117826540080
2024-08-27,117910201291
2024-08-28,118055107985
2024-08-29,118071957569
2024-08-30,118195672005
2024-08-31,118210924869
2024-09-01,118025215506
2024-09-02,118329335994
2024-09-03,118081163534
2024-09-04,118120984280
2024-09-05,118128267807
2024-09-06,118099392311
2024-09-07,118133075576
2024-09-08,118094548512
2024-09-09,118177509123
2024-09-10,118539409927
2024-09-11,118433539059
2024-09-12,118416549802
2024-09-13,118373416045
2024-09-14,118608616138
2024-09-15,119047660344
2024-09-16,118931099377
2024-09-17,118689782497
2024-09-18,118972104600
2024-09-19,118896720603
2024-09-20,118997000159
2024-09-21,119161364466
2024-09-22,119276518054
2024-09-23,119157360693
2024-09-24,119209005948
2024-09-25,119190344327
2024-09-26,119274429856
2024-09-27,119347429356
2024-09-28,119381689597
2024-09-29,119406925003
2024-09-30,119462461852
2024-10-01,119594589074
2024-10-02,119650346135
2024-10-03,119633735737
2024-10-04,119613458484
2024-10-05,119613173396
2024-10-06,120029038935
2024-10-07,119268972945
2024-10-08,119800509802
2024-10-09,119733298919
2024-10-10,119728449348
2024-10-11,119678684469
2024-10-12,119713343886
2024-10-13,119731227066
2024-10-14,119970689520
2024-10-15,119759196663
2024-10-16,119729083804
2024-10-17,119849731302
2024-10-18,119987498938
2024-10-19,120061403581
2024-10-20,120029907529
2024-10-21,119892595237
2024-10-22,120113836282
2024-10-23,120080509533
2024-10-24,120108145288
2024-10-25,119682255894
2024-10-26,120083115641
2024-10-27,120157096379
2024-10-28,120439762853
2024-10-29,119942921071
2024-10-30,120436072197
2024-10-31,120421539375
2024-11-01,120343914501
2024-11-02,120512798318
2024-11-03,120349357582
2024-11-04,120534696883
2024-11-05,120625494594
2024-11-06,120624809985
2024-11-07,121715931940
2024-11-08,122159677788
2024-11-09,123092672428
2024-11-10,123358597847
2024-11-11,124088086130
2024-11-12,124397201722
2024-11-13,125748139313
2024-11-14,126954639103
2024-11-15,127796508638
2024-11-16,127748815871
2024-11-17,127768384715
2024-11-18,127923523973
2024-11-19,128639369370
2024-11-20,129260594783
2024-11-21,130635888006
2024-11-22,131330250660
2024-11-23,132471840504
2024-11-24,133057084002
2024-11-25,133077645696
2024-11-26,132742165686
2024-11-27,133001429150
2024-11-28,133559399262
2024-11-29,134105477258
2024-11-30,134348417470
2024-12-01,134526833490
2024-12-02,134611017547
2024-12-03,135282385653
2024-12-04,135473574254
2024-12-05,136317523367
2024-12-06,137112253358
